bps
-26.25111436843872
0.0
219.76132442953102
0.0
61.68314933191019
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.4021296501159668
0.0
0.0
90.11297989901988
0.0
0.0
0.0
-102.95092128972992
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.4041960239410401
0.0
0.0
0.0
225.14853702229829
0.0
129.93616172325727
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.01655888557434082
0.0
0.0
0.0
0.0
-29.51642162861551
0.0
65.06947063326763
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-27.131342008709908
-0.0
-0.0
-0.0
-0.0
-0.0
6.146008034358277
-0.0
0.04063355518191333
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-27.126962497830394
0.0
0.0
0.0
0.0
0.0
0.0
120.45383584860646
0.0
-10.424427425177186
0.0
0.0
0.0
0.0
0.0
-22.8291035592556
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-53.81947501320438
0.0
13.491754358188654
0.0
0.0
0.0
0.0
-22.84835323691368
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-226.13186027063196
0.0
0.0
295.142735019698
0.0
0.0
-0.07114720344543458
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
152.098379202023
0.0
0.0
0.0
62.11487720123722
-0.07116866111755371
0.0
0.0
0.0
0.0
0.0
567.765473054691
0.0
0.0
0.0
0.0
0.0
0.0
11.48341442732914
0.0
-0.0033559799194335938
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-86.46095188950817
0.0
0.0
-27.847230286595185
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-111.58691579384413
0.0
0.0
-0.04274797439575195
223.3633867598203
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
328.2468072182416
0.0
-21.46452504370266
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
37.275375864057736
-0.031238079071044922
0.0
-139.54611634922077
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
7.928371563160755
0.0
0.0
0.0
262.32476605468696
0.0
0.0
0.0
0.0
0.0
0.0
-22.42538530824783
0.0
0.0
0.0
-4.935264587402344e-05
0.0
0.0
0.0
0.0
-125.78891693463667
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.0021500587463378906
0.0
262.8076025209801
0.0
0.0
0.0
-15.57788088812293
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-30.599909394979477
-0.0
-0.0
126.15680901573604
3.526397205440625
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-30.608033269643784
0.0
458.80333571366316
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.0008604526519775391
0.0
0.0
0.0
0.0
0.0
77.96081069902489
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-90.09104152242082
-0.0001266002655029297
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
304.0735298921993
0.0
0.0
-0.0012938976287841797
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
276.4965852442134
0.0
0.0
-0.0013453960418701172
0.0
0.0
0.0
0.0
0.0
0.0
0.0
214.8039800953725
0.0
0.0
0.0
0.0
0.0
0.0
-0.005055427551269531
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.0004012584686279297
0.0
0.0
0.0
703.2438650116983
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
177.02902151759716
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.005574703216552734
76.05805493884647
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
73.06356583041803
0.0
0.0
0.0
-0.013994693756103516
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-12.300201372593268
0.0
0.0
0.0
0.0
0.0
0.0
0.0
369.99906414016635
0.0
0.0
0.0
0.0
0.0
0.0
-0.9449336528778075
0.0
0.0
0.0
0.0
0.0
-184.16558973939382
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-2.2287268638610844
0.0
0.0
-16.981363295970073
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-3.1805033683776855
215.9136562840619
0.0
