policy,split,steps,mean_bps,std_bps,ann_vol_bps,sharpe,sortino,max_drawdown,cagr,calmar,hit_rate,VaR5_bps,ES5_bps
gae_policy,train,7823,0.09477714267898296,13.6250659815973,216.2912171049157,0.11042445585535937,0.17206148137693753,-0.1242075013350682,0.0021577039792235464,0.017371768661562714,0.026716093570241597,-0.03880203096196055,-14.120943885686287
gae_policy,valid,2474,0.20576498644238697,5.4906510322134645,87.16138300246153,0.5949053904068634,1.840783444685199,-0.010024044780484687,0.005160780091773232,0.5148400874884854,0.01576394502829426,-0.02784053906798363,-2.5563921292918224
gae_policy,test,7628,0.23314548300114435,8.227676405355787,130.61031381891164,0.4498317169480786,0.823918704226729,-0.0282841100516682,0.005807200617964137,0.20531671696071724,0.014944939695857367,-0.019982557371258737,-5.641173221276385
long_spy,train,7823,1.588786858534248,67.17658703922434,1066.3952593912345,0.3754464255394284,0.10699431227507343,-0.5136038308811448,0.03493629674732723,0.06802187726557668,0.03361881631087818,0.0,-4.529963131686675
long_spy,valid,2474,0.7304425457106241,34.6956312521258,550.7760712411525,0.33420391903424423,0.06549239307786675,-0.13828527712245797,0.017025634997609007,0.12311965056505636,0.018593371059013743,0.0,-1.766632604673885
long_spy,test,7628,0.6110069594131152,45.98866189073128,730.0473749490508,0.2109092629541346,0.04034430301765188,-0.26389950093291836,0.012738191533460785,0.048269100503902644,0.016255899318300997,0.0,-2.356645725893774
