split,mean_bps,std_bps,sharpe,steps,max_drawdown,turnover
train,2.4309632068380735,79.78554550828184,0.4836758877063009,7008,-0.4485913290641368,
valid,2.863926448306541,58.94900121450377,0.771233133653361,1954,-0.15207292396186167,
test,1.947212848505869,61.53146391342665,0.5023616165646319,7529,-0.23816181272539094,149.22884237766266
