mean_bps,std_bps,sharpe,maxdd,steps,tag,seed,split
2.3181004270316414,53.06624414326097,0.6934484257948618,-0.0815395160977106,415,stress_2008,12345,train
10.825472336389595,116.37922292502618,1.4766299468427104,-0.05733880156080606,214,stress_2008,12345,valid
-1.4965799071433423,45.98652899073636,-0.5166180190161839,-0.9276545371776617,15862,stress_2008,12345,test
2.305775957712854,54.59101512048688,0.670496023897962,-0.0765884924718584,415,stress_2008,23456,train
8.274719703012893,120.53262025587637,1.0898054214599726,-0.04456313429181469,214,stress_2008,23456,valid
-0.6283716929336639,50.419731591344835,-0.1978410250839783,-0.817715071071512,15862,stress_2008,23456,test
3.309086666396806,61.4663796519461,0.8546155250028795,-0.08255865847699762,415,stress_2008,34567,train
7.319407821013335,132.39673487980426,0.8776047017885981,-0.09787534119985963,214,stress_2008,34567,valid
-1.293439802510634,50.042768091027376,-0.4103034484884002,-0.9234324410123345,15862,stress_2008,34567,test
4.893112440338649,82.3067031040337,0.9437354309659851,-0.11412967863163914,415,stress_2008,45678,train
13.639091410243248,111.74140152830626,1.9376333294641743,-0.03450601079425819,214,stress_2008,45678,valid
-0.4174681338512152,55.909143808195736,-0.11853340479550994,-0.8073899733597067,15862,stress_2008,45678,test
8.308952017292318,82.52631563873081,1.5982844155718097,-0.052955198721673424,415,stress_2008,56789,train
-6.2161420256568265,150.5083402996656,-0.655632739610316,-0.25214599888696576,214,stress_2008,56789,valid
1.5165337861403125,69.0530271740487,0.34863391951011213,-0.4864203111843656,15862,stress_2008,56789,test
1.6320256486272275,66.80821095881029,0.3877907165221375,-0.1170804706776688,493,stress_2008,12345,train
3.668064510815697,116.37542888050534,0.5003523466379677,-0.10347590287568942,253,stress_2008,12345,valid
0.913676713291628,61.06093309442684,0.23753597328840842,-0.5949404541790613,15745,stress_2008,12345,test
3.2889570158444332,61.40542765366109,0.8502599202583696,-0.11676141315867306,493,stress_2008,23456,train
7.344697934568461,114.68701397833806,1.0166230778366014,-0.05743021660633241,253,stress_2008,23456,valid
-1.236492187695262,55.71032124120571,-0.35233516021761796,-0.9356295727685586,15745,stress_2008,23456,test
5.05057863127729,51.09286207747368,1.5692103936249973,-0.056567137565876724,493,stress_2008,34567,train
5.776303144578496,60.302585063299055,1.5205976594701216,-0.021657159264537817,253,stress_2008,34567,valid
-0.3774891502021095,20.8002498751604,-0.2880953123315845,-0.5689622378858012,15745,stress_2008,34567,test
6.8870745173419605,69.43284653505111,1.5745994015491025,-0.057714180589742425,493,stress_2008,45678,train
2.546907030956849,151.37470690189014,0.26709148790680437,-0.20358348763845502,253,stress_2008,45678,valid
0.9133416390701674,70.52451187423694,0.20558595371739383,-0.5507562186416941,15745,stress_2008,45678,test
3.7952689658883787,68.19375030216392,0.8834831166653083,-0.12897589916564578,493,stress_2008,56789,train
3.763136198624236,144.1400965067648,0.41444356313820374,-0.15772689941296925,253,stress_2008,56789,valid
-0.26673284229173494,62.82462023442326,-0.06739798167317845,-0.7811468995000801,15745,stress_2008,56789,test
7.293339401517514,63.43666381789169,1.8250987163194716,-0.058828873138197846,584,stress_2008,12345,train
12.748353310683433,114.40156830265389,1.7689778026341723,-0.03633566339632344,240,stress_2008,12345,valid
2.0767845858041727,51.67743749912302,0.6379560372880372,-0.17368709842065055,15667,stress_2008,12345,test
1.6882606810053136,34.7625923145425,0.770952500280598,-0.04146832400894851,584,stress_2008,23456,train
4.661095251713884,48.18365989307676,1.5356366329064444,-0.011548886530509006,240,stress_2008,23456,valid
0.31515963011136017,30.552355355923158,0.16375182761157064,-0.25546820652472935,15667,stress_2008,23456,test
2.440902037933979,44.87457446232614,0.863476012118952,-0.05976379410753041,584,stress_2008,34567,train
4.061700992705581,44.54803391310317,1.4473703707191823,-0.020100187352301124,240,stress_2008,34567,valid
1.7839691503731316,35.37053987726793,0.8006559246552962,-0.16219290472213466,15667,stress_2008,34567,test
7.91078922843061,67.86276080067013,1.8504977450728102,-0.05981413454498996,584,stress_2008,45678,train
9.434074785548368,127.34395897788616,1.176037682488595,-0.07601521977855774,240,stress_2008,45678,valid
1.6113642443410936,58.112483455918834,0.44017417345124654,-0.37448871940309336,15667,stress_2008,45678,test
6.845900451422523,66.03042893613807,1.645836659242653,-0.06714338308174106,584,stress_2008,56789,train
-6.619498463642834,130.6866385435306,-0.8040705737307396,-0.16306389489234607,240,stress_2008,56789,valid
2.5668820423744485,59.526934826480726,0.6845302767989198,-0.20067843181034928,15667,stress_2008,56789,test
