split,mean_bps,std_bps,sharpe,steps,max_drawdown,turnover
train,687.2867939408835,95541.74352085326,0.11419447892425684,7808,-0.08992537037749482,33.01334518380463
valid,799.0710930735108,43777.118544050674,0.2897600567299608,2459,-0.017092062450158596,8.241396525176242
test,1253.76307685419,69174.49883586983,0.28771978346141097,7613,-0.03757076798064907,21.682841490022838
